Total Respondants,Total Attendees,Avg Age of Attendees,Percentage of Attendees %,Degree Holders ,Male Percentage,Female Percentage,Percentage of Other Gender,Avgerage Salary After BC
15620,953,31.066014669926652,114.41%,66.84%,59.54%,39.14%,1.32%,$63740.51
